Title,Source,Content,Result
[Video] 💐 میلاد با سعادت یعسوب الدین، امام المتقین، فاتح باب خیبر، اسدالله الغالب، حضرت امیرا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",💐 میلاد با سعادت یعسوب الدین، امام المتقین، فاتح باب خیبر، اسدالله الغالب، حضرت امیرالمؤمنین علی بن ابی طالب علیه السلام و همچنین روز پدر رو بر شما تبریک عرض می کنیم 🔸🔶 ان شاء الله سایه تمام پدرها بالا سر خانوادشون باشه ❤️ خدا پدرهای سفر کرده رو شامل رحمت خودش قرار بده و مهمان حضرت مولا باشند و یک دسته گل زیبای فاتحه و صلوات هدیه کنیم به این پدران 🌺 عید همه شما مبارک باشه 🌺 #ولادت #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: تبریک به مناسبت ولادت امام علی (ع) و روز پدر.
4. محله: نامشخص"
[Video] 🎥 هواشناسی: از یکشنبه تا چهارشنبه در بیشتر مناطق کشور جو هوا پایدار است و این موضوع ب [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🎥 هواشناسی: از یکشنبه تا چهارشنبه در بیشتر مناطق کشور جو هوا پایدار است و این موضوع باعث آلودگی هوا در شهرهای صنعتی خواهد شد. #هواشناسی #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"

1. موضوع: محیط زیست
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره احتمال آلودگی هوا در شهرهای صنعتی به شهروندان ضروری است.
4. محله: نامشخص"
🔥۳ شهر خوزستان در وضعیت قرمز آلودگی هوا🔹 آلودگی هوا در روز شنبه سیزدهم دی‌ماه سال ۱۴۰۴ در خو [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥۳ شهر خوزستان در وضعیت قرمز آلودگی هوا 🔹 آلودگی هوا در روز شنبه سیزدهم دی‌ماه سال ۱۴۰۴ در خوزستان افزایش یافت به‌طوری‌که هوای ۳ شهر از این استان در وضعیت قرمز و ناسالم برای همه گروه‌های سنی قرار دارد. 🔹 بر اساس اندازه‌گیری ذرات معلق با اندازه ۲.۵ میکرون، آلودگی هوا در ایستگاه‌های پایش کارون، خرمشهر و دانشگاه علوم پزشکی آبادان بیش از ۱۵۰ میکروگرم است که هوای این شهرها در وضعیت قرمز و ناسالم برای همه گروه‌های سنی قرار گرفت. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی به شهروندان در مورد وضعیت قرمز آلودگی هوا و احتمال تعطیلی مدارس و ادارات.
4. محله: نامشخص"
♦️درگیری مرزبانان در سراوان با گروهک تروریستیفرمانده مرزبانی سیستان و بلوچستان:🔹اعضای تیمی از [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️درگیری مرزبانان در سراوان با گروهک تروریستی فرمانده مرزبانی سیستان و بلوچستان: 🔹اعضای تیمی از گروهک تروریستی که قصدض ورود به خاک کشورمان را داشتند با مرزبانان درگیر شدند. 🔹این گروهک تروریستی با تحمل خسارات سنگین و زخمی شدن چند تن از اعضای آن، با برجا گذاشتن تجهیزات از منطقه متواری شدند. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: امنیتی/متفرقه
2. اولویت: High
3. اقدام: مرزبانان با گروهک تروریستی درگیر شده و آن‌ها را متواری کردند.
4. محله: نامشخص
"
[Video] 🎥 حمله نظامی آمریکا به ونزوئلا آغاز شد#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادار [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🎥 حمله نظامی آمریکا به ونزوئلا آغاز شد #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس، ادارات و دانشگاه‌های خوزستان ضروری است.
4. محله: نامشخص
"
🔴ونزوئلا با بیش از 300 میلیارد بشکه، بزرگترین ذخایر نفت جهان رو داره؛ آمریکا میخواد اونو تصاح [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔴ونزوئلا با بیش از 300 میلیارد بشکه، بزرگترین ذخایر نفت جهان رو داره؛ آمریکا میخواد اونو تصاحب کنه...,"
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: این خبر مربوط به ذخایر نفت ونزوئلا و اهداف آمریکا است و نیازی به اقدام فوری شهری ندارد.
4. محله: نامشخص
"
[Photo] 🥶احتمال یخ‌زدگی سطح زمین در خوزستان🔹مدیرکل هواشناسی خوزستان: طبق آخرین نقشه‌های پیش  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🥶احتمال یخ‌زدگی سطح زمین در خوزستان 🔹مدیرکل هواشناسی خوزستان: طبق آخرین نقشه‌های پیش یابی هواشناسی، تا اواخر وقت امروز سامانه بارشی ضعیف سبب رگبار‌های نقطه‌ای گاهی رعد و برق و وزش باد متوسط در مناطق شمالِ غربی، شمالی، شمالِ شرقی، شرقی و ارتفاعات و احتمال بارش‌های پراکنده در دیگر نقاط استان خواهد شد. 🔹 از فردا روند کاهش دما (بویژه دمای شبانه) در کل استان و احتمال یخزدگی سطح زمین در مناطق شمالی و شرقی وجود دارد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: امدادی
2. اولویت: High
3. اقدام: اطلاع‌رسانی به شهروندان در خصوص احتمال یخ‌زدگی و لزوم احتیاط.
4. محله: نامشخص
"
🔥۱۱ شهر خوزستان بر مدار آلودگی هوا🔹بنا بر اعلام سامانه پایش کیفی هوای کشور در ساعت هشت صبح ا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥۱۱ شهر خوزستان بر مدار آلودگی هوا 🔹بنا بر اعلام سامانه پایش کیفی هوای کشور در ساعت هشت صبح امروز ۱۳ دی‌ماه، شاخص کیفیت هوا در شهر‌های آبادان و خرمشهر در وضعیت قرمز آلودگی هوا برای همه گروه‌های سنی است. 🔹همچنین شاخص کیفیت هوا در شهر‌های آغاجاری، امیدیه، اهواز، بهبهان، سوسنگرد، شوشتر، شوش و کوت عبدالله و هندیجان در وضعیت نارنجی آلودگی هواست. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی به شهروندان در خصوص آلودگی هوا و احتمال تعطیلی مدارس و ادارات.
4. محله: کوت عبدالله
"
[Photo] ♦️تصویری از دیدار مادورو با فرستاده ویژه رئیس‌جمهور چین ساعاتی قبل از حمله آمریکا#اطلا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️تصویری از دیدار مادورو با فرستاده ویژه رئیس‌جمهور چین ساعاتی قبل از حمله آمریکا #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس، ادارات و دانشگاه‌های خوزستان در حال پیگیری است.
4. محله: نامشخص
"
[Photo] 🔺میزان عیدی ۱۴۰۵ کارگری#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه ها [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔺میزان عیدی ۱۴۰۵ کارگری #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره میزان عیدی کارگری و اخبار تعطیلی‌ها در خوزستان.
4. محله: نامشخص"
[Video] 🎥به مناسبت روز اولین کسی که حمایتت میکند !,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🎥به مناسبت روز اولین کسی که حمایتت میکند ! 🔹اولین کسی که دوستت دارد و اولین‌های بسیار زیاد .. روز پدر مبارک ♥️ #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره اخبار تعطیلی مدارس و ادارات خوزستان.
4. محله: نامشخص
"
[Photo] ♦️دیدار خانواده شهدای اقتدار با رهبر انقلاب در روز میلاد امیرالمومنین(ع)🔹به مناسبت ۱۳ [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️دیدار خانواده شهدای اقتدار با رهبر انقلاب در روز میلاد امیرالمومنین(ع) 🔹به مناسبت ۱۳ رجب، خجسته سالروز میلاد باسعادت حضرت امیرالمؤمنین(ع) صبح امروز شنبه ۱۳ دی‌ ۱۴۰۴ خانوادۀ شهیدان سلیمانی و یاران همراه او و جمعی از خانواده شهدای اقتدار با حضور در حسینیۀ امام خمینی(ره) با حضرت آیت‌الله خامنه‌ای رهبر انقلاب اسلامی، دیدار کردند. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره اخبار تعطیلی مدارس و ادارات خوزستان.
4. محله: نامشخص
"
[Video] 🎥 رهبر انقلاب: ما با معترض حرف می‌زنیم اما با اغتشاش‌گر حرف‌زدن فایده ندارد؛ اغتشاش‌گ [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🎥 رهبر انقلاب: ما با معترض حرف می‌زنیم اما با اغتشاش‌گر حرف‌زدن فایده ندارد؛ اغتشاش‌گر را باید سرجایش نشاند 🔹یک عده آدم تحریک‌شدۀ مزدور دشمن پشت‌سر بازاری‌ها ایستادند و شعار ضداسلام، ضدایران و ضد جمهوری اسلامی دادند. 🔹اعتراض به‌جاست اما اعتراض غیر از اغتشاش است. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره اخبار تعطیلی مدارس و ادارات خوزستان ضروری است.
4. محله: نامشخص"
♦️ رهبر انقلاب: قشر بازاری جزو وفادارترین قشرهای کشور به انقلاب اسلامی است؛ به اسم بازار و باز [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️ رهبر انقلاب: قشر بازاری جزو وفادارترین قشرهای کشور به انقلاب اسلامی است؛ به اسم بازار و بازاری نمی‌توان با نظام اسلامی مقابله کرد 🔹حرف بازاری‌ها درست بود. وقتی بازاری نگاه می‌کند به وضعپولی کشور وکاهش ارزش پول کشور و عدم ثبات پول کشور، می‌گوید من نمی‌توانم کاسبی کنم و این راست است. 🔹رئیس‌جمهور و مسئولان رده‌بالا درصدد علاج این مشکل‌اند. 🔹بالارفتن بی‌حساب ارز خارجی طبیعی نیست و دست دشمن در میان است که البته باید جلوی آن گرفته شود. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: بررسی وضعیت پولی کشور و تلاش برای ثبات آن ضروری است.
4. محله: نامشخص"
[Video] 🔻شدت برفِ امروز در ارتفاعات ماسال#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔻شدت برفِ امروز در ارتفاعات ماسال #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس و ادارات خوزستان به دلیل بارش برف.
4. محله: نامشخص"
#فوری 🔴 غیبت دانش آموزان در ایام اعتکاف «موجه» است!!!,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔴 غیبت دانش آموزان در ایام اعتکاف «موجه» است!!! 🧑‍💻مدیرکل قرآن، عترت و نماز وزارت آموزش و پرورش: 🔹 بر اساس دستورالعمل ابلاغی وزیر آموزش و پرورش، مدارس در ایام اعتکاف و دو روز پس از آن از برگزاری امتحان خودداری می‌کنند و غیبت دانش‌آموزان شرکت‌کننده، با ثبت‌نام در سامانه نورینو، موجه محسوب می‌شود! #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: مدارس در ایام اعتکاف و دو روز بعد از آن نباید امتحان برگزار کنند و غیبت دانش‌آموزان شرکت‌کننده در اعتکاف موجه است.
4. محله: نامشخص"
[Photo] ♦️معاون رئیس‌جمهور ونزوئلا: از سرنوشت مادورو بی‌اطلاع هستیم🔹در پی ادعای رئیس جمهور آم [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️معاون رئیس‌جمهور ونزوئلا: از سرنوشت مادورو بی‌اطلاع هستیم 🔹در پی ادعای رئیس جمهور آمریکا مبنی بر بازداشت «نیکولاس مادورو» رئیس‌جمهور ونزوئلا، معاون مادورو، با ابراز بی‌اطلاعی از مکان استقرار او، خواستار ارائه مستنداتی مبنی بر سلامت و حیات او شد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره اخبار مربوط به وضعیت سیاسی ونزوئلا و خوزستان.
4. محله: نامشخص"
[Photo] 🔥#هم_اکنون | شهرهای اهواز، شوشتر، خرمشهر و هندیجان در وضعیت قرمز الودگی هوا قرار گرفتند.,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥#هم_اکنون | شهرهای اهواز، شوشتر، خرمشهر و هندیجان در وضعیت قرمز الودگی هوا قرار گرفتند. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره وضعیت قرمز الودگی هوا و احتمال تعطیلی مدارس و ادارات ضروری است.
4. محله: نامشخص
"
[Photo] ♦️امشب طلوع اَبَرماه (گرگ)؛ درخشان‌ترین ماه کامل سال 🔹امشب شاهد طلوع اَبَرماه (گرگ)؛  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️امشب طلوع اَبَرماه (گرگ)؛ درخشان‌ترین ماه کامل سال 🔹امشب شاهد طلوع اَبَرماه (گرگ)؛ درخشان‌ترین ماه کامل سال و آغاز سالی پربار برای رویداد‌های نجومی خواهیم بود. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره رویدادهای نجومی مانند ابرماه به شهروندان.
4. محله: نامشخص"
[Photo] ♦️نرخ معاملات طلا و سکه و ارز در بازار امروز#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️نرخ معاملات طلا و سکه و ارز در بازار امروز #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره نرخ طلا، سکه و ارز و همچنین اخبار تعطیلی مدارس و ادارات خوزستان.
4. محله: نامشخص"
🔺🔻نامگذاری بیش از ۲ میلیون و ۵۰۰ هزار نفر در کشور با نام علیمرکز رصد جمعیت سازمان ثبت احوال  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔺🔻نامگذاری بیش از ۲ میلیون و ۵۰۰ هزار نفر در کشور با نام علی مرکز رصد جمعیت سازمان ثبت احوال کشور: 🔹بیش از ۲ میلیون و ۵۰۰ هزار نفر در کشور با نام مولای متقیان امام علی(ع) نام گذاری شده اند. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: سازمان ثبت احوال کشور اعلام کرد بیش از ۲.۵ میلیون نفر در ایران با نام علی نامگذاری شده‌اند.
4. محله: نامشخص"
♦️خوزستان قهرمان کشتی فرنگی جوانان کشور شد🔹 رقابت‌های کشتی فرنگی جوانان قهرمانی کشور، یادواره [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️خوزستان قهرمان کشتی فرنگی جوانان کشور شد 🔹 رقابت‌های کشتی فرنگی جوانان قهرمانی کشور، یادواره شهید والامقام مصطفی صدرزاده، دو روز  به میزبانی استان خوزستان و در سالن فنون نفت اهواز برگزار شد. 🔹در پایان این رقابت‌ها تیم خوزستان با کسب ۱۵۲ امتیاز عنوان قهرمانی را از آنِ خود کرد و تیم‌های فارس با ۱۲۶ امتیاز و تهران با ۱۱۶ امتیاز به ترتیب در جایگاه‌های دوم و سوم قرار گرفتند. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره اخبار مرتبط با تعطیلی مدارس و ادارات خوزستان.
4. محله: اهواز (سالن فنون نفت اهواز)
"
#اطلاعیه_فوری 🔥کلاس‌های دانشکده علوم پزشکی شوشتر تعطیل شدنددانشکده علوم پزشکی شوشتر در اطلاعی [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#اطلاعیه_فوری 🔥کلاس‌های دانشکده علوم پزشکی شوشتر تعطیل شدند دانشکده علوم پزشکی شوشتر در اطلاعیه‌ای اعلام کرد: 🔹پیرو اطلاعیه معاونت آموزشی وزارت بهداشت و در پی ناترازی انرژی، کلیه فعالیت‌های آموزشی دانشجویان دانشکده علوم پزشکی شوشتر از تاریخ ۱۴۰۴/۱۰/۱۴ لغایت ۱۴۰۴/۱۰/۱۷به صورت مجازی برگزار خواهد شد. 🔹کارآموزان و کارورزان از این تصمیم مستثنی بوده و برنامه‌های آموزشی و حضور آنان در مراکز درمانی مطابق روال جاری و طبق برنامه‌های اعلام‌شده ادامه خواهد داشت. 🔹همچنین بر اساس این اطلاعیه، حضور اعضای هیئت علمی در گروه‌های آموزشی در این بازه زمانی به صورت دورکاری می‌باشد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: کلاس‌های دانشکده علوم پزشکی شوشتر به دلیل ناترازی انرژی به صورت مجازی برگزار می‌شود.
4. محله: نامشخص"
🔥هوای ۱۰ شهر خوزستان در وضعیت ناسالم🔹خرمشهر ۱۵۶ AQI/قرمز🔹بندرماهشهر ۱۵۳ AQI/قرمز🔹دشت‌آزادگ [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥هوای ۱۰ شهر خوزستان در وضعیت ناسالم 🔹خرمشهر ۱۵۶ AQI/قرمز 🔹بندرماهشهر ۱۵۳ AQI/قرمز 🔹دشت‌آزادگان ۱۳۵ AQI/نارنجی 🔹شوشتر ۱۲۵ AQI/نارنجی 🔹شوش ۱۲۴ AQI/نارنجی 🔹شادگان ۱۲۰ AQI/نارنجی 🔹امیدیه ۱۱۶ AQI/نارنجی 🔹اهواز ۱۰۹ AQI/نارنجی 🔹گتوند ۱۰۴ AQI/نارنجی 🔹هویزه ۱۰۴ AQI/نارنجی #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی به شهروندان در خصوص وضعیت ناسالم هوا و احتمال تعطیلی مدارس و ادارات.
4. محله: نامشخص
"
[Photo] 🔺هشدار کاهش دما از فردا تا چهارشنبه در خوزستان#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدار [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔺هشدار کاهش دما از فردا تا چهارشنبه در خوزستان #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: High
3. اقدام: به شهروندان خوزستان در مورد کاهش دما از فردا تا چهارشنبه هشدار داده شد.
4. محله: نامشخص"
#فوری🔥آلودگی هوای هویزه در وضعیت #خطرناک#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و د [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔥آلودگی هوای هویزه در وضعیت #خطرناک #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره وضعیت آلودگی هوای هویزه و احتمال تعطیلی مدارس و ادارات ضروری است.
4. محله: نامشخص (هویزه یک شهر است، نه محله اهواز)"
#فوری 🔥آلودگی هوای اهواز در وضعیت #قرمز قرار گرفت#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔥آلودگی هوای اهواز در وضعیت #قرمز قرار گرفت #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره وضعیت قرمز آلودگی هوا و احتمال تعطیلی مدارس و ادارات.
4. محله: نامشخص"
#فوری 🔥احتمال تعطیلی چند شهر خوزستان در روز یکشنبه قوت گرفت👇👇https://eitaa.com/khozkhabarht [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔥احتمال تعطیلی چند شهر خوزستان در روز یکشنبه قوت گرفت👇👇 https://eitaa.com/khozkhabar https://eitaa.com/khozkhabar,"
1. موضوع: شهری
2. اولویت: High
3. اقدام: بررسی احتمال تعطیلی شهرها و اطلاع‌رسانی به شهروندان ضروری است.
4. محله: نامشخص
"
#فوری🔥احتمال تعطیلی ۸ شهر خوزستان در روز یکشنبه🔷️ ٨ شهر خوزستان در وضعیت خطرناک و ناسالم وبس [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔥احتمال تعطیلی ۸ شهر خوزستان در روز یکشنبه 🔷️ ٨ شهر خوزستان در وضعیت خطرناک و ناسالم وبسیار ناسالم قرار دارد 🟤 هویزه ٣٨٨ 🟣 اهواز ٢٧۴ 🔴 هنديجان ١۵۴ 🔴 ماهشهر ١۵١ 🔴 شادگان ١۵١ 🔴 خرمشهر ١۵٢ 🟠 آبادان ١۴١ 🟠 امیدیه ١٢٢ #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: بررسی وضعیت آلودگی هوا و اعلام تعطیلی احتمالی مدارس و ادارات در ۸ شهر خوزستان.
4. محله: اهواز"
